,name,address,kurtosis_oxygen,pregnant,education-num,relationship,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,education,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss
3468,Jose Begley,"25174 Le Canyon
South Sandrachester, NE 57562",5.326187315,f,6.0, Husband,-0.114140774,119.609375,25.49317891,0.0,29.96344071,-0.14812520699999998,"Craft-repair|United-States
Married-civ-spouse -- Private|White", 10th,25826.0,0.0,46.24345129, >50K,5.1939799330000005,47.0,1887.0
3469,Matthew Cooney,"6784 Joseph Spring
Port Matthewfort, RI 77681",9.272295027,f,, Own-child,0.047810622000000004,126.5859375,18.9440487,0.0,94.03496706,0.001026457,"Transport-moving|United-States
Never-married -- Private|White", HS-grad,141868.0,0.0,45.321857200000004, <=50K,2.3913043480000002,40.0,0.0
3470,David Rider,"2380 Chase Crossroad Suite 371
South Jessica, GA 34874",16.31516372,f,9.0, Husband,0.960033123,108.3515625,10.56058172,0.0,322.3072213,0.585348698,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,738812.0,0.0,45.29134676, <=50K,0.8612040129999999,46.0,0.0
3471,Kevin Joachim,"85247 Donna Camp
East Maria, VT 50422",10.82796659,f,6.0, Husband,0.208849516,128.96875,15.056887300000001,0.0,142.85329140000005,0.160780191,"Handlers-cleaners|United-States
Married-civ-spouse -- Private|White", 10th,294991.0,0.0,44.09027272, <=50K,1.8879598659999999,40.0,0.0
3472,Harry Sawyer,"492 Pollard Station Suite 761
Phillipsville, UT 15466",12.97728756,f,10.0, Not-in-family,0.131181397,122.3671875,11.28270334,0.0,236.28624059999999,0.09500956699999999,"Sales|United-States
Never-married -- Private|White", Some-college,82998.0,0.0,48.43437427, <=50K,1.5760869569999998,30.0,0.0
3473,David Chandler,"58108 Matthew Orchard
North Jacquelinemouth, GA 09685",9.730092473,f,8.0, Not-in-family,0.5632198660000001,96.6953125,17.73128471,0.0,103.99418349999999,0.6028280429999999,"?|Canada
Divorced -- ?|White", 12th,223447.0,0.0,48.39817897, <=50K,2.16722408,40.0,0.0
3474,John Mallari,"5776 Fitzgerald Extensions Suite 899
North Maryville, ID 08564",10.27558622,f,5.0, Own-child,0.493510654,95.3984375,18.55459006,0.0,114.6954798,0.5186097239999999,"Handlers-cleaners|United-States
Never-married -- Private|Black", 9th,189257.0,0.0,48.16286495, <=50K,2.278428094,24.0,0.0
3475,Billy Moorer,"5374 Jennifer Lights Apt. 715
Garcialand, CO 34809",10.21781785,f,10.0, Husband,-0.073725003,126.65625,17.47727999,0.0,113.16162879999999,-0.023664972000000003,"Sales|Germany
Married-civ-spouse -- Private|White", Some-college,234901.0,0.0,42.7568411, >50K,2.019230769,50.0,0.0
3476,Russel Barbee,"868 Tapia Pass
Juarezland, MD 46644",8.417976609,f,10.0, Own-child,-0.171815932,112.0703125,15.63529901,0.0,88.7492254,0.258507695,"Sales|United-States
Never-married -- Private|White", Some-college,208946.0,0.0,50.6373725, <=50K,2.569397993,40.0,0.0
3477,James Mcglothian,"327 Alejandra Ford
Port Brendaberg, IA 59255",14.4405456,f,9.0, Own-child,0.160952768,133.4765625,12.24858983,0.0,238.78652940000003,0.035168132000000005,"Exec-managerial|United-States
Never-married -- Private|White", HS-grad,285432.0,0.0,49.0976331, <=50K,1.197324415,40.0,0.0
3478,Fred Numbers,"14924 Obrien Cape Suite 275
South Anthony, DE 94216",2.9190112189999997,f,-900.0, Own-child,1.671468215,86.0,49.50945015,0.0,7.441883916,0.923664996,"Machine-op-inspct|Philippines
?? -- Private|Asian-Pac-Islander", HS-grad,152246.0,1.0,43.32165307, <=50K,16.78177258,40.0,0.0
3479,Roy Clapp,"9895 Suzanne Point Suite 747
Simpsonmouth, NE 66810",0.21777279300000002,f,1300.0, Husband,4.046876263,82.671875,91.35474813,0.0,-1.535622078,1.4798262269999998,"Exec-managerial|United-States
Married-civ-spouse -- State-gov|Black", Bachelors,201177.0,1.0,38.31410261, >50K,99.409699,40.0,0.0
3480,William Lamper,"105 Ronald Mission Apt. 596
South Robynport, ME 57745",12.24084804,F,10.0, Husband,0.128208029,113.7890625,12.33409706,0.0,195.22818869999998,0.190615693,"Craft-repair|United-States
Married-civ-spouse -- Private|White", Some-college,165743.0,0.0,47.20941583, >50K,1.6212374580000002,45.0,0.0
3481,Heath Maynard,"4173 David Unions Suite 650
Andrewfurt, CA 19079",8.696320663,t,10.0, Unmarried,-0.447545993,136.8828125,19.54678968,0.0,87.24817261,-0.224264565,"Prof_specialty|Germany
Separated -- Private|White", Some-college,89559.0,0.0,49.93083045, <=50K,3.076086957,40.0,0.0
3482,Elias Ulloa,"515 Williams Mills
Dustinfurt, OR 11114",8.304640887,f,9.0, Husband,0.768398273,103.7265625,16.53630919,0.0,85.44758983,0.172961573,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,232666.0,1.0,40.6455169, <=50K,2.818561873,40.0,0.0
3483,Thomas Geiger,"4555 Powell Estate
Jenniferton, IN 81125",10.74982181,f,9.0, Own-child,0.222234989,108.03125,13.89938417,0.0,138.9856303,0.427721195,"Adm_clerical|United-States
Never-married -- Federal-gov|Black", HS-grad,47707.0,0.0,49.38258446, <=50K,1.72826087,40.0,0.0
3484,Francis Finley,"PSC 6079, Box 8979
APO AP 22407",10.39518795,f,8.0, Not-in-family,-0.318267094,130.2890625,13.19709303,0.0,148.2100889,0.04746352,"Adm-clerical|United-States
Never-married -- Private|White", 12th,115839.0,0.0,55.58540056, <=50K,2.317725753,30.0,0.0
3485,Ray Johnson,"5482 Kelly Lane Suite 266
North Sylviahaven, HI 17069",7.892722926,f,, Not-in-family,0.052513582999999996,107.1328125,19.00930881,0.0,76.80934693,0.32353854,"Other-service|United-States
Never-married -- Private|White", Bachelors,187112.0,0.0,47.7374609, <=50K,3.371237458,45.0,0.0
3486,Joel Martinez,"2014 Fitzpatrick Springs
Jimmybury, MI 83417",16.90725578,f,13.0, Own-child,-0.0381878,120.34375,10.06173086,0.0,367.74361880000004,0.087248991,"Prof-specialty|United-States
Never-married -- private|White", Bachelors,194698.0,0.0,48.68175311, <=50K,1.099498328,60.0,0.0
3487,Henry Crespo,"PSC 1440, Box 0352
APO AE 65789",-0.07642982200000001,f,13.0, Not-in-family,29.99690562,21.9375,82.76088423,0.0,-1.144676545,5.365765185,"Other-service|United-States
Never-married -- Private|White", Bachelors,214010.0,1.0,33.21632458, <=50K,120.5802676,37.0,0.0
3488,Joseph Hake,"46728 Diaz Trail
Jamesmouth, CA 04769",3.3942436989999996,F,9.0, Husband,6.81001969,79.2421875,49.77085059,0.0,10.63539364,1.82505181,"Craft-repair|Cuba
Married-civ-spouse -- Self-emp-not-inc|White", HS-grad,240491.0,1.0,34.90203837, <=50K,15.68394649,40.0,0.0
3489,Fred Renner,"2122 Johnson Cliff
South Timothybury, NE 29167",-1.513162215,F,13.0, Husband,22.0429846,35.640625,72.50524629,0.0,0.9266530340000001,4.298269541,"?|South
Married-civ-spouse -- ?|Asian-Pac-Islander", Bachelors,141221.0,1.0,34.5291395, <=50K,184.2316054,25.0,2163.0
3490,James Sechrist,"467 Wilson Road
Lake Martinstad, TN 39565",1.3678509540000001,f,13.0, Husband,0.749434609,104.0390625,74.37844354,0.0,0.24620315199999998,0.469904566,"Handlers_cleaners|United-States
Married-civ-spouse -- Federal-gov|White", Bachelors,155106.0,1.0,46.49065806, <=50K,43.19648829,53.0,0.0
3491,Guy Garmany,"44145 Melissa Plains
South Hunter, KS 02812",4.4263579,FALSE,10.0, Husband,2.359105176,84.4765625,35.96427754,0.0,19.06763528,1.212789004,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Some-college,158555.0,1.0,50.00702526, >50K,8.35367893,50.0,0.0
3492,Napoleon Branner,"0837 Adams Prairie Suite 170
North Jessicabury, CT 17631",6.702945631,f,, Own-child,0.8073727279999999,123.4921875,22.88317477,0.0,48.02882827,0.5996891010000001,"Sales|United-States
Never-married -- Private|Amer-Indian-Eskimo", HS-grad,301867.0,1.0,43.92856347, <=50K,3.821906355,20.0,0.0
3493,Lee Acosta,"118 Cruz Vista Apt. 230
New Ernestton, AR 33374",3.325767809,f,10.0, Unmarried,50.08672082,25.6796875,46.49274054,0.0,10.97139756,6.9358225529999995,"Sales|United-States
Separated -- Private|White", Some-college,109463.0,1.0,29.975232899999998, <=50K,16.84866221,33.0,1617.0
3494,Harvey Baca,"6703 Elliott Inlet Suite 333
East Katherinemouth, WI 73797",0.026774705,f,9.0, Not-in-family,14.37265825,33.203125,79.64975218,0.0,-1.129047672,3.7515219060000002,"Sales|United-States
Never-married -- Self-emp-not-inc|White", HS-grad,140300.0,1.0,41.88215599, <=50K,108.5802676,44.0,0.0
3495,Larry Wolf,"19789 Harrington Pass
West Jomouth, VA 48248",0.09665007800000001,f,13.0, Husband,45.67052231,22.875,80.82252341,0.0,-1.095059646,6.528522936,"Prof-specialty|United-States
Married-civ-spouse -- Local-gov|White", Bachelors,149949.0,1.0,29.15315163, >50K,113.92474920000001,45.0,0.0
3496,Ralph Deangelis,"1760 Nicole Locks Suite 076
South Dennis, WA 38372",6.478064004,f,-1200.0, Not-in-family,1.872355442,89.9609375,22.64698048,0.0,46.29338626,0.690419096,"Other-service|United-States
Separated -- Private|White", Assoc-acdm,191027.0,0.0,38.57630473, <=50K,4.134615385,40.0,0.0
3497,David Davis,"60347 Meagan Gateway
Copelandtown, CO 32371",8.190965526,f,9.0, Husband,0.479615081,105.2890625,17.5515393,0.0,76.76473284,0.162473642,"Machine-op-inspct|Germany
Married-civ-spouse -- Private|Black", HS-grad,269015.0,0.0,44.68993041, >50K,2.578595318,40.0,0.0
3498,David Walter,"Unit 1802 Box 5806
DPO AA 39902",11.05004847,F,9.0, Own-child,-0.14355637599999999,118.921875,15.626665300000004,0.0,135.9545736,0.027844518999999998,"Other-service|United-States
Never-married -- Private|White", HS-grad,292592.0,0.0,48.81047681, <=50K,1.697324415,35.0,0.0
3499,David Troutman,"627 Johnson Throughway Apt. 785
West Frankmouth, NY 89811",5.848119957000001,f,10.0, Not-in-family,0.134922913,101.9609375,30.57585602,0.0,34.41567255,0.379708386,"Prof-specialty|United-States
Divorced -- Private|White", Some-college,380614.0,1.0,48.24682670000001, >50K,5.528428094,45.0,0.0
3500,Peter Simon,"1348 Carlos Valleys
Josebury, MD 62824",6.1577154179999996,f,13.0, Own-child,0.33179891899999997,162.15625,23.66901736,0.0,42.992849,-0.473335434,"Adm-clerical|United-States
Never-married -- Private|White", Bachelors,193090.0,0.0,47.83899389, <=50K,4.918060201,30.0,0.0
3501,James Mccleave,"49063 Crystal Trail Suite 289
Harrisstad, WY 80702",9.493860025,t,10.0, Not-in-family,0.370658686,103.734375,13.82489279,0.0,123.1738358,0.45215771200000004,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,379418.0,0.0,45.95216337, <=50K,2.257525084,40.0,0.0
3502,James Rothermich,"0121 Williams Camp Suite 724
Rodriguezfort, NC 07561",8.034997045,f,9.0, Husband,0.022225557000000003,111.1484375,19.40282381,0.0,73.0952525,0.4102450170000001,"Tech-support|France
Married-civ-spouse -- Federal-gov|White", HS-grad,177647.0,0.0,46.42922871, >50K,3.151337793,40.0,0.0
3503,David Makris,"0095 Elizabeth Shore Apt. 063
Port Jorgeside, MS 15156",4.654720028,f,9.0, Husband,-0.33002843800000004,126.953125,36.28697211,0.0,21.56542681,0.141082875,"Handlers_cleaners|United-States
Married-civ-spouse -- Private|White", HS-grad,186415.0,0.0,50.97622905, <=50K,8.362040133999999,65.0,0.0
3504,Darron Hays,"8373 John Turnpike
Glennfort, WY 56159",9.796828651,f,9.0, Unmarried,-0.091642445,117.84375,13.60994402,0.0,131.0659416,0.240078325,"Other-service|United-States
Never-married -- Private|White", HS-grad,197904.0,0.0,50.81314383, <=50K,2.192307692,35.0,0.0
3505,Alvin Politi,"26540 Jackson Estate Suite 638
Jessicaville, WV 30215",6.8898004120000005,FALSE,10.0, Own-child,0.574942953,106.25,18.94019428,0.0,55.50601371,0.419561055,"Exec-managerial|United-States
?? -- Private|White", Some-college,235071.0,0.0,47.54833068, <=50K,3.4247491639999996,50.0,0.0
3506,Lawrence Bolinger,"60414 Mark Ville
Odonnellland, RI 84359",9.041111304,f,10.0, Husband,1.299585896,113.5078125,15.74585605,0.0,100.842176,0.561972311,"Sales|United-States
Married-civ-spouse -- Self-emp-inc|White", Some-college,208452.0,0.0,39.24761061, >50K,2.390468227,35.0,0.0
3507,Jeff Clark,"7111 Brown Divide Suite 582
Lake Adam, WY 84969",2.718129102,f,10.0, Husband,-0.289134043,122.515625,53.40087008,0.0,5.503381466,0.029047344,"?|United-States
Married-civ-spouse -- ?|White", Some-college,172637.0,0.0,51.90179795, >50K,17.68311037,20.0,0.0
3508,Howard Dillard,"4918 Sarah Port
Howeside, NY 08521",7.792356038999999,f,9.0, Husband,-0.27047478399999997,150.3984375,25.06401146,0.0,62.44269267,-0.104309734,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", HS-grad,389254.0,0.0,50.07967712, <=50K,3.5133779260000004,40.0,0.0
3509,Sean Hille,"973 Vaughn Inlet
Morsestad, WV 88288",7.21568268,f,13.0, Not-in-family,0.58879449,124.421875,22.39233452,0.0,57.81487641,0.24988379300000002,"Transport-moving|United-States
Never-married -- Private|White", Bachelors,113364.0,0.0,41.38606525, <=50K,3.769230769,40.0,0.0
3510,Cody Booe,"6692 Herrera Island
Bowenview, RI 20415",14.33739454,f,12.0, Not-in-family,2.182798245,124.0,11.9588402,0.0,240.1943764,0.18445670100000008,"Prof-specialty|United-States
Never-married -- Federal-gov|White", Assoc-acdm,243872.0,0.0,33.77730377, >50K,1.0535117059999999,40.0,0.0
3511,Carl Lueck,"88074 Kyle Wall Apt. 869
Leslieberg, ME 44805",11.02158992,f,12.0, Wife,-0.014663019,111.015625,15.69527473,15024.0,136.80034840000002,0.164595826,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,110426.0,0.0,46.35090081, >50K,1.921404682,45.0,0.0
3512,Sean Carignan,"6420 Glenn Neck Apt. 960
Lake Josephfurt, SC 98732",4.468979796,f,9.0, Wife,1.183686575,83.1484375,37.70861351,2885.0,19.28417767,0.645733649,"?|United-States
Married-civ-spouse -- ?|White", HS-grad,216941.0,0.0,42.79440126, <=50K,8.639632107,40.0,0.0
3513,Daniel Theriot,"5796 Chase Forest Apt. 735
Myersland, IN 26896",5.8767448920000005,f,13.0, Husband,-0.470101751,133.890625,29.69354691,0.0,34.23117978,0.12265844099999999,"Prof-specialty|United-States
Married-civ-spouse -- state-gov|White", Bachelors,327902.0,0.0,53.68284095, <=50K,5.2483277589999995,55.0,0.0
3514,Richard Flores,"8031 Mark Burgs Apt. 541
East Denisemouth, VT 21309",10.48307679,f,9.0, Unmarried,0.6914045670000001,117.0390625,17.369087699999998,2977.0,117.41305990000002,0.333911135,"Adm-clerical|United-States
Never-married -- Private|Black", HS-grad,116055.0,0.0,41.75812091, <=50K,1.851170569,35.0,0.0
3515,Raymond Coupe,"02531 Daniel Extension Suite 271
Leonardburgh, SC 27583",9.476554136,t,6.0, Not-in-family,-0.545794702,123.71875,13.59960222,0.0,124.2153777,-0.16907926399999998,"Transport-moving|United-States
Widowed -- Private|White", 10th,86010.0,0.0,53.20258122, <=50K,2.168060201,11.0,0.0
3516,Larry Nichols,"1639 Kyle Dale
Lake Carlosstad, CA 28509",0.303267649,f,13.0, Husband,16.96713818,37.2265625,45.16922146,0.0,0.6757697909999999,3.6435425880000003,"Prof-specialty|United-States
Married-civ-spouse -- Local-gov|White", Bachelors,132879.0,1.0,33.25263496, >50K,132.55602009999998,40.0,1887.0
3517,Nicholas Reimer,"458 Moyer Mills Apt. 798
Christianborough, AZ 57786",4.2662064860000015,f,9.0, Own-child,25.54482025,45.7109375,36.07896657,0.0,19.18914597,4.19320032,"Exec-managerial|United-States
Separated -- Private|White", HS-grad,216010.0,1.0,28.83903397, <=50K,10.12792642,40.0,0.0
3518,Thomas Stone,"79462 Larry Summit Apt. 924
West Stephanie, MI 87240",1.864177674,f,10.0, Own-child,32.98051833,36.125,65.1733471,0.0,2.585144976,5.2114337939999995,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,289484.0,1.0,31.345853, <=50K,37.77591973,40.0,0.0
3519,Chris Duncan,"Unit 8652 Box 5091
DPO AE 92528",6.287793934,f,11.0, Not-in-family,-0.204605438,144.1328125,25.57106796,0.0,40.543709299999996,-0.213317289,"Exec-managerial|United-States
Never-married -- Private|White", Assoc-voc,150717.0,0.0,54.22801558, <=50K,4.380434783,40.0,0.0
3520,Albert Springer,"90776 Donald Crossroad Apt. 942
Elizabethport, OH 27879",4.999635187,f,16.0, Husband,-0.34633160399999996,125.203125,32.32128359,0.0,25.15164608,0.057561147,"Prof-specialty|?
Married-civ-spouse -- Self-emp-inc|White", Doctorate,99185.0,0.0,48.67018456, >50K,6.986622074,50.0,0.0
3521,Joshua Finch,"72377 Mahoney Cape Suite 623
Michaeltown, SC 92733",8.426591091,t,7.0, Unmarried,0.87834695,94.546875,15.23053741,0.0,92.70769844,0.7278843620000001,"Other-service|United-States
Separated -- private|Black", 11th,129100.0,0.0,44.63005213, <=50K,2.556020067,60.0,0.0
3522,Aaron Robinson,"16767 Medina Manor Suite 889
Carlosshire, MD 96418",8.598819639,f,13.0, Husband,0.635869947,102.0703125,18.21203139,0.0,88.98838308,0.280225149,"Exec-managerial|Italy
?? -- Self-emp-not-inc|White", Bachelors,37913.0,0.0,42.89470822, >50K,2.9590301,40.0,0.0
3523,Thomas Jones,"029 Chang Grove Apt. 096
Joycebury, NY 44576",8.139562245,f,10.0, Not-in-family,1.532026927,94.65625,23.56963384,0.0,70.77428481,1.1205080840000001,"Tech-support|Trinadad&Tobago
Divorced -- Private|Black", Some-college,165232.0,1.0,48.96577847, <=50K,3.712374582,40.0,0.0
3524,Rocky Goldberg,"4724 Castro Crest
New Sue, UT 59990",5.923090271,f,3.0, Husband,-0.191468893,127.4375,25.42876419,0.0,38.94662068,-0.05985161,"Craft-repair|El-Salvador
Married-civ-spouse -- Private|White", 5th-6th,229744.0,0.0,49.74163717, <=50K,5.005016722,40.0,0.0
3525,John Hicks,"317 Hickman Spring
South Williamtown, TN 63154",14.03295284,f,7.0, Unmarried,0.695163263,105.5390625,10.90789383,0.0,266.6222018,0.6872317920000001,"Other-service|United-States
Never-married -- Private|White", 11th,100875.0,0.0,44.26198678, <=50K,1.240802676,28.0,0.0
3526,Ronnie Marrow,"7116 Cunningham View Suite 519
New David, UT 79037",9.509455294,f,9.0, Husband,-0.6720350959999999,130.09375,20.71801766,0.0,95.83425773,0.134560449,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,314727.0,0.0,55.34457933, >50K,2.545150502,35.0,0.0
3527,Russell Lee,"51705 Delacruz Ferry
Torresside, KY 97154",7.669262971,f,5.0, Own-child,0.984387061,122.4765625,24.14042251,0.0,61.49419834,0.284662637,"Craft-repair|United-States
Never-married -- Private|Amer-Indian-Eskimo", 9th,25955.0,0.0,41.54947443, <=50K,3.4289297660000004,,0.0
3528,Charles Thornley,"51494 Tracy Causeway
Port Charleshaven, ND 12782",0.30389763399999997,FALSE,4.0, Own-child,35.98580629,36.0625,81.1169902,0.0,-1.00595417,5.3508626989999994,"Machine-op-inspct|United-States
nan -- Private|White", 7th-8th,57916.0,1.0,26.91907723, <=50K,105.4205686,40.0,0.0
3529,Ronnie Barrett,"73493 Miller Grove
North Wayneside, MS 70164",3.7070197769999997,f,1300.0, Husband,7.96573733,74.546875,44.73781003,0.0,13.32144303,2.382242416,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Bachelors,206609.0,1.0,39.23723108, <=50K,13.0493311,45.0,0.0
3530,Christopher Rich,"6912 Thompson Glen Apt. 621
Jennifermouth, AR 45111",7.5816303220000005,f,9.0, Husband,1.2963337659999998,124.984375,22.33001976,0.0,60.12452755,0.47121248,"Machine_op_inspct|United-States
Married-civ-spouse -- Private|Amer-Indian-Eskimo", HS-grad,22641.0,0.0,38.04992288, <=50K,3.2550167219999997,45.0,0.0
3531,Jacob Guthrie,"47255 Michael Freeway Suite 080
East Christopherchester, NJ 21015",10.16778053,f,, Own-child,0.9936747429999999,97.6953125,16.02976845,0.0,115.92025590000002,0.18666549699999999,"Adm-clerical|United-States
Never-married -- Private|White", 11th,160968.0,0.0,40.26776754, <=50K,1.9013377930000002,16.0,0.0
3532,Ray Bastilla,"7989 Kayla Mountains
Garciamouth, AK 22717",8.847040452,f,13.0, Not-in-family,0.062892096,109.90625,14.51991291,0.0,104.23505159999999,0.109129744,"Craft-repair|United-States
Separated -- Private|White", Bachelors,85244.0,0.0,48.45946075, <=50K,2.4046822740000002,40.0,0.0
3533,Fernando Giles,"7298 Peterson Underpass Suite 029
East Amber, SD 78130",9.586309765,f,11.0, Own-child,0.32510478800000003,118.109375,14.43658829,0.0,117.31934620000001,0.109692681,"Other_service|United-States
Never-married -- Private|White", Assoc-voc,352207.0,0.0,42.51419512, <=50K,2.2984949830000003,20.0,0.0
3534,Eric Guerrero,"3350 Cameron Flat
North Julie, CO 29849",3.937302238,f,14.0, Not-in-family,0.282473689,100.65625,38.96584998,0.0,15.00113908,0.350437357,"Other-service|Poland
Never-married -- private|White", Masters,221550.0,1.0,45.96422479, <=50K,10.30518395,30.0,0.0
3535,Gene Watts,"91676 White Ranch Suite 452
East David, VT 94918",13.33189143,f,9.0, Not-in-family,1.62483751,94.109375,11.5258094,0.0,231.17813360000002,0.567141475,"?|United-States
Divorced -- ?|Black", HS-grad,240027.0,0.0,41.68281165, <=50K,1.3871237459999999,40.0,0.0
3536,Kevin Brown,"4677 Contreras Shoals Apt. 621
Lake Richard, MD 86034",8.24583928,FALSE,9.0, Husband,0.420865526,94.6171875,18.34053129,0.0,83.42177491,0.524516085,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,317434.0,0.0,46.85084729, <=50K,3.088628763,40.0,0.0
3537,Courtney Mackey,"266 Vargas Glen
Port Bonnie, NY 17787",8.640836577,f,13.0, Husband,0.7334761009999999,116.0546875,17.85284365,0.0,85.32857897,0.250357893,"Sales|United-States
?? -- Private|White", Bachelors,30381.0,0.0,44.78722415, >50K,2.60451505,45.0,0.0
3538,Andrew Vandre,"707 Larry Path Suite 878
Port David, IN 13619",1.9132432719999999,F,13.0, Own-child,26.25011305,45.5390625,54.81280603,0.0,3.389580912,4.635340378,"Machine-op-inspct|United-States
nan -- Private|White", Bachelors,180060.0,1.0,29.88020413, <=50K,32.57274247,50.0,0.0
3539,John Fitzpatrick,"174 Wallace Expressway
New Theresafurt, WV 26513",5.818837222999999,f,4.0, Husband,0.16963922399999998,118.25,26.55576312,0.0,36.01540497,0.108082653,"Transport-moving|United-States
Married-civ-spouse -- Local-gov|White", 7th-8th,216931.0,0.0,49.50205173, <=50K,5.197324415,38.0,0.0
3540,Michael Larson,"79264 Harris Lane
Garciamouth, CT 08890",7.055532567999999,f,-1000.0, Wife,-0.220388245,126.3515625,25.24165933,0.0,51.27622029,0.148699264,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Some-college,143774.0,0.0,51.41096519, >50K,3.844481605,12.0,0.0
3541,Tyrone Campbell,"954 Melinda Manors Apt. 600
Nicoleside, DE 04422",6.010052412,F,16.0, Husband,0.536304689,138.9609375,20.26918302,7688.0,44.28739002,-0.09102117,"Exec-managerial|United-States
Married-civ-spouse -- State-gov|White", Doctorate,231495.0,0.0,42.43439833, >50K,4.425585283999999,55.0,0.0
3542,Carl Hernandez,"455 Leonard Lodge Suite 121
Thompsonside, MN 11173",8.202760346,f,9.0, Husband,-0.34988326299999994,129.40625,20.16102161,0.0,71.51378291,-0.072911778,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", HS-grad,116539.0,0.0,53.41515432, <=50K,2.7215719060000003,40.0,0.0
3543,Troy Conley,"63064 Cole Plain Apt. 267
Chunghaven, FL 25798",9.589539717000001,f,6.0, Husband,-0.704374616,114.1640625,19.28130852,0.0,100.0700157,-0.021158602000000002,"Transport-moving|United-States
Married-civ-spouse -- Local-gov|White", 10th,32287.0,0.0,53.61403987, <=50K,2.597826087,25.0,0.0
3544,Joel Grover,"187 Chan Inlet Suite 517
Mollyton, ME 98647",13.13501439,f,13.0, Own-child,0.24177038399999998,94.6328125,15.02950298,0.0,177.71594950000005,0.39468448100000003,"Adm-clerical|United-States
nan -- Private|White", Bachelors,181896.0,0.0,49.26901142, <=50K,1.1948160540000001,40.0,0.0
3545,Steve Carney,"392 Koch Pine Suite 232
Michaelmouth, TX 92072",0.027521155,F,7.0, Husband,45.32426718,24.7578125,85.28956551,0.0,-1.326408834,6.465642517,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 11th,117387.0,1.0,30.23624328, <=50K,113.70903009999999,20.0,0.0
3546,Wendell Chean,"923 Joshua Bridge
Coxfort, FL 38657",23.91588529,f,9.0, Not-in-family,-0.13755668199999999,116.7890625,8.570395585,0.0,664.9467315,0.118293942,"Machine-op-inspct|United-States
Never-married -- Private|Black", HS-grad,179016.0,0.0,50.57940112, <=50K,0.6112040129999999,40.0,0.0
3547,Michael Parker,"00045 Stuart Divide
Lake Anthonyfurt, NM 15518",-0.33618311799999995,f,10.0, Other-relative,31.12910769,10.6875,64.39476214,0.0,-0.8685526,5.473132541,"Protective-serv|?
Never-married -- Private|Black", Some-college,217962.0,1.0,33.90237593, <=50K,157.96739130000003,40.0,0.0
3548,Kristofer Clemons,"068 Janet Keys Apt. 847
Meaganfurt, DC 32208",8.401668908,f,10.0, Husband,-0.13550329,117.6796875,21.99328807,0.0,71.5876406,0.214801403,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Some-college,102583.0,0.0,47.45704202, >50K,2.7316053510000002,44.0,1848.0
3549,Clayton Podbielski,"29685 Hahn Garden Suite 202
Marcusport, MA 98348",0.821274273,f,5.0, Not-in-family,34.56811951,18.421875,69.64844244,0.0,-0.059284769,5.734184572,"Other-service|United-States
Never-married -- Private|Black", 9th,307423.0,1.0,31.73242855, <=50K,69.44230769,50.0,0.0
3550,Daniel Skrebes,"90925 Dixon Brooks
Margaretchester, ME 94356",10.4581481,f,9.0, Not-in-family,0.066342183,129.6171875,14.16836344,0.0,139.0891493,0.11430847699999999,"Craft_repair|?
Divorced -- Self-emp-not-inc|Black", HS-grad,146674.0,0.0,47.77439185, <=50K,2.135451505,50.0,0.0
3551,Ralph Yoder,"5018 James Knoll
East Tony, IL 67554",7.284130332999999,f,, Own-child,-0.28974084899999997,113.9609375,23.42325157,0.0,59.26544631,0.144962511,"Sales|United-States
Never-married -- Private|Black", 11th,404868.0,0.0,47.25188527, <=50K,4.3670568560000005,20.0,1602.0
3552,Bryan Sydnor,"Unit 3729 Box 0654
DPO AP 63615",4.399017365,f,, Not-in-family,-0.6405703939999999,151.5546875,43.6049153,0.0,18.09436029,-0.061114182,"Tech-support|United-States
Divorced -- Private|White", Some-college,105598.0,0.0,55.83049242, <=50K,10.2951505,58.0,0.0
3553,John Jackson,"4815 Fields Ville
Warnerburgh, ID 02354",5.649555467000001,f,7.0, Unmarried,-0.007615821,140.1328125,25.51326706,0.0,33.18983908,0.085895359,"Other-service|United-States
Married-spouse-absent -- Private|White", 11th,33374.0,0.0,47.18967232, <=50K,4.842809365,35.0,0.0
3554,John Schultz,"401 Bradley Way Suite 299
Haynesmouth, MS 84865",1.121139672,f,4.0, Husband,0.8484858670000001,168.796875,89.71180694,0.0,-0.499956324,-0.8880201129999999,"Craft-repair|United-States
nan -- Private|White", 7th-8th,238638.0,0.0,46.22015243, <=50K,56.91889632,40.0,0.0
